time,down2total,lat,lon
2021-10-20,0.786185,-33.5,-70.625
2021-10-21,0.7990659,-33.5,-70.625
2021-10-22,0.77535444,-33.5,-70.625
2021-10-23,0.8076931,-33.5,-70.625
2021-10-24,0.8076425,-33.5,-70.625
2021-10-25,0.80997515,-33.5,-70.625
2021-10-26,0.75531644,-33.5,-70.625
2021-10-27,0.7685112,-33.5,-70.625
2021-10-28,0.7681593,-33.5,-70.625
2021-10-29,0.7947352,-33.5,-70.625
2021-10-30,0.762744,-33.5,-70.625
2021-10-31,0.57124925,-33.5,-70.625
2021-11-01,0.5692369,-33.5,-70.625
2021-11-02,0.7820808,-33.5,-70.625
2021-11-03,0.7645362,-33.5,-70.625
2021-11-04,0.7960981,-33.5,-70.625
2021-11-05,0.7987804,-33.5,-70.625
2021-11-06,0.7999333,-33.5,-70.625
2021-11-07,0.80314445,-33.5,-70.625
2021-11-08,0.8079663,-33.5,-70.625
